Salón,Entidad,Distrito,ZORE,ARE,Responsable,Codigo,ID_survey,LINK,,,,
3003-12070,30,3,12,70,Teresa,66795,105588,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105588&ou=66795,,,,
3003-12071,30,3,12,71,Teresa,66796,33097,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33097&ou=66796,,,,
3003-13072,30,3,13,72,Teresa,66797,79714,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79714&ou=66797,,,,
3003-13074,30,3,13,74,Teresa,66799,32868,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32868&ou=66799,,,,
3003-14078,30,3,14,78,Teresa,66803,33318,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33318&ou=66803,,,,
3003-14082,30,3,14,82,Teresa,66807,59274,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59274&ou=66807,,,,
3003-15083,30,3,15,83,Teresa,66808,92497,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92497&ou=66808,,,,
3003-15084,30,3,15,84,Teresa,66809,98022,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=98022&ou=66809,,,,
3003-15085,30,3,15,85,Teresa,66810,97650,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97650&ou=66810,,,,
3003-15086,30,3,15,86,Teresa,66811,33150,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33150&ou=66811,,,,
3003-15087,30,3,15,87,Teresa,66812,59021,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59021&ou=66812,,,,
3003-15088,30,3,15,88,Teresa,66813,74878,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74878&ou=66813,,,,
3003-16089,30,3,16,89,Teresa,66814,75005,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75005&ou=66814,,,,
3003-16090,30,3,16,90,Teresa,66815,94580,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=94580&ou=66815,,,,
3003-16091,30,3,16,91,Teresa,66816,48199,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48199&ou=66816,,,,
3003-16092,30,3,16,92,Teresa,66817,33276,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33276&ou=66817,,,,
3003-16093,30,3,16,93,Teresa,66818,96360,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=96360&ou=66818,,,,
3003-16094,30,3,16,94,Teresa,66819,106536,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=106536&ou=66819,,,,
3003-17095,30,3,17,95,Teresa,66820,82594,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82594&ou=66820,,,,
3003-17096,30,3,17,96,Teresa,66821,68183,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68183&ou=66821,,,,
3003-17097,30,3,17,97,Teresa,66822,33372,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33372&ou=66822,,,,
3003-17098,30,3,17,98,Teresa,66823,59477,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59477&ou=66823,,,,
3003-17099,30,3,17,99,Teresa,66824,59237,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59237&ou=66824,,,,
3003-17100,30,3,17,100,Teresa,66825,94207,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=94207&ou=66825,,,,
3003-18102,30,3,18,102,Teresa,66827,59333,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59333&ou=66827,,,,
3003-18104,30,3,18,104,Teresa,66829,94885,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=94885&ou=66829,,,,
3003-19106,30,3,19,106,Teresa,66831,74765,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74765&ou=66831,,,,
3003-19107,30,3,19,107,Teresa,66832,59591,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59591&ou=66832,,,,
3003-19108,30,3,19,108,Teresa,66833,95749,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95749&ou=66833,,,,
3003-19109,30,3,19,109,Teresa,66834,33204,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33204&ou=66834,,,,
3003-19110,30,3,19,110,Teresa,66835,98147,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=98147&ou=66835,,,,
3004-01001,30,4,1,1,Teresa,66844,59705,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59705&ou=66844,,,,
3004-01002,30,4,1,2,Teresa,66845,100333,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100333&ou=66845,,,,
3004-01003,30,4,1,3,Teresa,66846,68698,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68698&ou=66846,,,,
3004-01004,30,4,1,4,Teresa,66847,33342,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33342&ou=66847,,,,
3004-01005,30,4,1,5,Teresa,66848,33258,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33258&ou=66848,,,,
3004-02007,30,4,2,7,Teresa,66850,47940,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47940&ou=66850,,,,
3004-02008,30,4,2,8,Teresa,66851,82492,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82492&ou=66851,,,,
3004-02009,30,4,2,9,Teresa,66852,90579,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=90579&ou=66852,,,,
3004-02010,30,4,2,10,Teresa,66853,74663,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74663&ou=66853,,,,
3004-02011,30,4,2,11,Teresa,66854,68644,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68644&ou=66854,,,,
3004-02012,30,4,2,12,Teresa,66855,59801,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59801&ou=66855,,,,
3004-03013,30,4,3,13,Teresa,66856,59256,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59256&ou=66856,,,,
3004-03014,30,4,3,14,Teresa,66857,33552,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33552&ou=66857,,,,
3004-03015,30,4,3,15,Teresa,66858,48152,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48152&ou=66858,,,,
3004-03016,30,4,3,16,Teresa,66859,88858,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88858&ou=66859,,,,
3004-03017,30,4,3,17,Teresa,66860,33402,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33402&ou=66860,,,,
3004-04020,30,4,4,20,Teresa,66863,75089,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75089&ou=66863,,,,
3004-04021,30,4,4,21,Teresa,66864,48510,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48510&ou=66864,,,,
3004-04022,30,4,4,22,Teresa,66865,48750,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48750&ou=66865,,,,
3004-04023,30,4,4,23,Teresa,66866,94639,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=94639&ou=66866,,,,
3004-05026,30,4,5,26,Teresa,66869,48030,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48030&ou=66869,,,,
3004-05027,30,4,5,27,Teresa,66870,89607,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=89607&ou=66870,,,,
3004-05028,30,4,5,28,Teresa,66871,98286,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=98286&ou=66871,,,,
3004-05029,30,4,5,29,Teresa,66872,59765,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59765&ou=66872,,,,
3004-06034,30,4,6,34,Teresa,66877,100056,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100056&ou=66877,,,,
3004-06035,30,4,6,35,Teresa,66878,68998,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68998&ou=66878,,,,
3004-06036,30,4,6,36,Teresa,66879,74830,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74830&ou=66879,,,,
3004-06037,30,4,6,37,Teresa,66880,68458,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68458&ou=66880,,,,
3004-07039,30,4,7,39,Teresa,66882,91622,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91622&ou=66882,,,,
3004-07040,30,4,7,40,Teresa,66883,59081,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59081&ou=66883,,,,
3004-07041,30,4,7,41,Teresa,66884,105389,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105389&ou=66884,,,,
3004-07042,30,4,7,42,Teresa,66885,79288,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79288&ou=66885,,,,
3004-07043,30,4,7,43,Teresa,66886,96906,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=96906&ou=66886,,,,
3004-07044,30,4,7,44,Teresa,66887,104813,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=104813&ou=66887,,,,
3004-08046,30,4,8,46,Teresa,66889,82373,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82373&ou=66889,,,,
3004-08048,30,4,8,48,Teresa,66891,48396,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48396&ou=66891,,,,
3004-08050,30,4,8,50,Teresa,66893,91215,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91215&ou=66893,,,,
3004-09051,30,4,9,51,Teresa,66894,48445,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48445&ou=66894,,,,
3004-09052,30,4,9,52,Teresa,66895,33636,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33636&ou=66895,,,,
3004-09053,30,4,9,53,Teresa,66896,105113,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105113&ou=66896,,,,
3004-09054,30,4,9,54,Teresa,66897,75274,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75274&ou=66897,,,,
3004-09055,30,4,9,55,Teresa,66898,79198,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79198&ou=66898,,,,
3004-09056,30,4,9,56,Teresa,66899,99805,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99805&ou=66899,,,,
3004-10058,30,4,10,58,Teresa,66901,33582,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33582&ou=66901,,,,
3004-10062,30,4,10,62,Teresa,66905,97321,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97321&ou=66905,,,,
3004-11063,30,4,11,63,Teresa,66906,33901,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33901&ou=66906,,,,
3004-11064,30,4,11,64,Teresa,66907,33426,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33426&ou=66907,,,,
3004-11065,30,4,11,65,Teresa,66908,93992,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=93992&ou=66908,,,,
3004-11066,30,4,11,66,Teresa,66909,88594,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88594&ou=66909,,,,
3004-11067,30,4,11,67,Teresa,66910,107819,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=107819&ou=66910,,,,
3004-12069,30,4,12,69,Teresa,66912,97512,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97512&ou=66912,,,,
3004-12071,30,4,12,71,Teresa,66914,95358,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95358&ou=66914,,,,
3004-12072,30,4,12,72,Teresa,66915,99354,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99354&ou=66915,,,,
3004-13075,30,4,13,75,Teresa,66918,90627,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=90627&ou=66918,,,,
3004-13078,30,4,13,78,Teresa,66921,48636,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48636&ou=66921,,,,
3004-13079,30,4,13,79,Teresa,66922,48420,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48420&ou=66922,,,,
3004-13080,30,4,13,80,Teresa,66923,68794,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68794&ou=66923,,,,
3004-13081,30,4,13,81,Teresa,66924,33798,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33798&ou=66924,,,,
3004-14082,30,4,14,82,Teresa,66925,33606,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33606&ou=66925,,,,
3004-15088,30,4,15,88,Teresa,66931,48108,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48108&ou=66931,,,,
3004-15089,30,4,15,89,Teresa,66932,75388,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75388&ou=66932,,,,
3004-15090,30,4,15,90,Teresa,66933,79414,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79414&ou=66933,,,,
3004-15091,30,4,15,91,Teresa,66934,75514,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75514&ou=66934,,,,
3004-15092,30,4,15,92,Teresa,66935,74687,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74687&ou=66935,,,,
3004-15093,30,4,15,93,Teresa,66936,33936,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33936&ou=66936,,,,
3004-15094,30,4,15,94,Teresa,66937,103645,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103645&ou=66937,,,,
3004-16095,30,4,16,95,Teresa,66938,102720,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=102720&ou=66938,,,,
3004-16096,30,4,16,96,Teresa,66939,68482,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68482&ou=66939,,,,
3004-16099,30,4,16,99,Teresa,66942,86801,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86801&ou=66942,,,,
3004-16100,30,4,16,100,Teresa,66943,74981,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74981&ou=66943,,,,
3004-16101,30,4,16,101,Teresa,66944,48342,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48342&ou=66944,,,,
3004-17102,30,4,17,102,Teresa,66945,48594,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48594&ou=66945,,,,
3004-17103,30,4,17,103,Teresa,66946,59735,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59735&ou=66946,,,,
3004-17104,30,4,17,104,Teresa,66947,87251,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=87251&ou=66947,,,,
3004-17105,30,4,17,105,Teresa,66948,84544,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84544&ou=66948,,,,
3004-17106,30,4,17,106,Teresa,66949,59885,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59885&ou=66949,,,,
3004-17107,30,4,17,107,Teresa,66950,34104,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34104&ou=66950,,,,
3004-18109,30,4,18,109,Teresa,66952,95384,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95384&ou=66952,,,,
3004-18110,30,4,18,110,Teresa,66953,48564,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48564&ou=66953,,,,
3004-18111,30,4,18,111,Teresa,66954,60167,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60167&ou=66954,,,,
3004-18112,30,4,18,112,Teresa,66955,95191,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95191&ou=66955,,,,
3004-18113,30,4,18,113,Teresa,66956,33966,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33966&ou=66956,,,,
3004-19114,30,4,19,114,Teresa,66957,59417,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59417&ou=66957,,,,
3004-19115,30,4,19,115,Teresa,66958,103584,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103584&ou=66958,,,,
3004-19116,30,4,19,116,Teresa,66959,84814,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84814&ou=66959,,,,
3004-19117,30,4,19,117,Teresa,66960,95851,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95851&ou=66960,,,,
3004-19118,30,4,19,118,Teresa,66961,60054,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60054&ou=66961,,,,
3004-19119,30,4,19,119,Teresa,66962,84838,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84838&ou=66962,,,,
3004-20122,30,4,20,122,Teresa,66965,84946,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84946&ou=66965,,,,
3004-20125,30,4,20,125,Teresa,66968,48835,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48835&ou=66968,,,,
3004-21126,30,4,21,126,Teresa,66969,79150,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79150&ou=66969,,,,
3004-21127,30,4,21,127,Teresa,66970,48691,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48691&ou=66970,,,,
3004-21128,30,4,21,128,Teresa,66971,60275,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=60275&ou=66971,,,,
