Salón,Entidad,Distrito,ZORE,ARE,Responsable,Codigo,ID_survey,LINK,,,,
1406-10125,14,6,10,125,Gabriela,44785,93967,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=93967&ou=44785,,,,
1406-11071,14,6,11,71,Gabriela,44786,32460,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32460&ou=44786,,,,
1406-11117,14,6,11,117,Gabriela,44787,101460,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101460&ou=44787,,,,
1406-11119,14,6,11,119,Gabriela,44788,58972,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58972&ou=44788,,,,
1406-11120,14,6,11,120,Gabriela,44789,58559,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58559&ou=44789,,,,
1406-11122,14,6,11,122,Gabriela,44790,47503,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47503&ou=44790,,,,
1406-11123,14,6,11,123,Gabriela,44791,74716,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74716&ou=44791,,,,
1406-12047,14,6,12,47,Gabriela,44794,31057,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=31057&ou=44794,,,,
1406-12048,14,6,12,48,Gabriela,44795,32576,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32576&ou=44795,,,,
1406-13043,14,6,13,43,Gabriela,44798,59165,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59165&ou=44798,,,,
1406-13044,14,6,13,44,Gabriela,44799,86610,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86610&ou=44799,,,,
1406-13045,14,6,13,45,Gabriela,44800,32629,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32629&ou=44800,,,,
1406-13104,14,6,13,104,Gabriela,44802,47556,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47556&ou=44802,,,,
1406-13105,14,6,13,105,Gabriela,44803,92293,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92293&ou=44803,,,,
1406-14100,14,6,14,100,Gabriela,44804,32485,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32485&ou=44804,,,,
1406-14101,14,6,14,101,Gabriela,44805,47682,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47682&ou=44805,,,,
1406-14102,14,6,14,102,Gabriela,44806,47586,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47586&ou=44806,,,,
1406-14103,14,6,14,103,Gabriela,44807,82235,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82235&ou=44807,,,,
1406-14106,14,6,14,106,Gabriela,44808,32514,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32514&ou=44808,,,,
1406-14107,14,6,14,107,Gabriela,44809,68627,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68627&ou=44809,,,,
1406-15004,14,6,15,4,Gabriela,44810,32347,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32347&ou=44810,,,,
1406-15057,14,6,15,57,Gabriela,44811,32322,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32322&ou=44811,,,,
1406-15070,14,6,15,70,Gabriela,44813,58781,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58781&ou=44813,,,,
1406-15099,14,6,15,99,Gabriela,44815,74969,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74969&ou=44815,,,,
1406-16097,14,6,16,97,Gabriela,44817,59663,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59663&ou=44817,,,,
1406-16115,14,6,16,115,Gabriela,44819,32652,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32652&ou=44819,,,,
1406-16138,14,6,16,138,Gabriela,44822,32916,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32916&ou=44822,,,,
1406-17002,14,6,17,2,Gabriela,44823,105066,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105066&ou=44823,,,,
1406-17052,14,6,17,52,Gabriela,44824,103404,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=103404&ou=44824,,,,
1406-17053,14,6,17,53,Gabriela,44825,47910,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47910&ou=44825,,,,
1406-17054,14,6,17,54,Gabriela,44826,91994,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91994&ou=44826,,,,
1406-17055,14,6,17,55,Gabriela,44827,86938,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86938&ou=44827,,,,
1406-17056,14,6,17,56,Gabriela,44828,74278,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74278&ou=44828,,,,
1406-18005,14,6,18,5,Gabriela,44829,58913,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58913&ou=44829,,,,
1406-18006,14,6,18,6,Gabriela,44830,32965,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32965&ou=44830,,,,
1406-18072,14,6,18,72,Gabriela,44831,79505,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79505&ou=44831,,,,
1406-18073,14,6,18,73,Gabriela,44832,96390,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=96390&ou=44832,,,,
1406-18135,14,6,18,135,Gabriela,44833,104124,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=104124&ou=44833,,,,
1406-18136,14,6,18,136,Gabriela,44834,86566,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86566&ou=44834,,,,
1406-19008,14,6,19,8,Gabriela,44835,68314,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68314&ou=44835,,,,
1406-19018,14,6,19,18,Gabriela,44836,32700,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32700&ou=44836,,,,
1406-19019,14,6,19,19,Gabriela,44837,100068,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=100068&ou=44837,,,,
1406-19020,14,6,19,20,Gabriela,44838,74902,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74902&ou=44838,,,,
1406-19021,14,6,19,21,Gabriela,44839,59357,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59357&ou=44839,,,,
1406-19022,14,6,19,22,Gabriela,44840,47814,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47814&ou=44840,,,,
1406-20007,14,6,20,7,Gabriela,44841,68224,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68224&ou=44841,,,,
1406-20023,14,6,20,23,Gabriela,44842,32947,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32947&ou=44842,,,,
1406-20024,14,6,20,24,Gabriela,44843,74920,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74920&ou=44843,,,,
1406-20025,14,6,20,25,Gabriela,44844,75347,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75347&ou=44844,,,,
1406-20026,14,6,20,26,Gabriela,44845,48078,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48078&ou=44845,,,,
1406-20027,14,6,20,27,Gabriela,44846,68165,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68165&ou=44846,,,,
1406-21029,14,6,21,29,Gabriela,44847,59526,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59526&ou=44847,,,,
1406-21030,14,6,21,30,Gabriela,44848,98832,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=98832&ou=44848,,,,
1406-21031,14,6,21,31,Gabriela,44849,33061,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33061&ou=44849,,,,
1406-21034,14,6,21,34,Gabriela,44852,90639,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=90639&ou=44852,,,,
1406-22014,14,6,22,14,Gabriela,44853,68189,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68189&ou=44853,,,,
1406-22015,14,6,22,15,Gabriela,44854,32844,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32844&ou=44854,,,,
1406-22016,14,6,22,16,Gabriela,44855,48282,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48282&ou=44855,,,,
1406-23035,14,6,23,35,Gabriela,44858,33180,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33180&ou=44858,,,,
1406-23036,14,6,23,36,Gabriela,44859,59501,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59501&ou=44859,,,,
1406-23037,14,6,23,37,Gabriela,44860,47617,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47617&ou=44860,,,,
1406-23038,14,6,23,38,Gabriela,44861,82480,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82480&ou=44861,,,,
1406-23039,14,6,23,39,Gabriela,44862,95155,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=95155&ou=44862,,,,
1406-23040,14,6,23,40,Gabriela,44863,47935,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47935&ou=44863,,,,
1407-01005,14,7,1,5,Gabriela,44869,33085,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33085&ou=44869,,,,
1407-02007,14,7,2,7,Gabriela,44871,79000,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79000&ou=44871,,,,
1407-02008,14,7,2,8,Gabriela,44872,75011,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75011&ou=44872,,,,
1407-02009,14,7,2,9,Gabriela,44873,33115,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33115&ou=44873,,,,
1407-02011,14,7,2,11,Gabriela,44874,59015,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59015&ou=44874,,,,
1407-02012,14,7,2,12,Gabriela,44875,47863,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47863&ou=44875,,,,
1407-02022,14,7,2,22,Gabriela,44876,32815,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=32815&ou=44876,,,,
1407-03013,14,7,3,13,Gabriela,44878,86464,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86464&ou=44878,,,,
1407-03015,14,7,3,15,Gabriela,44880,33144,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33144&ou=44880,,,,
1407-03016,14,7,3,16,Gabriela,44881,59267,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59267&ou=44881,,,,
1407-04018,14,7,4,18,Gabriela,44883,91041,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91041&ou=44883,,,,
1407-04019,14,7,4,19,Gabriela,44884,48146,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48146&ou=44884,,,,
1407-04020,14,7,4,20,Gabriela,44885,47994,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=47994&ou=44885,,,,
1407-04021,14,7,4,21,Gabriela,44886,59142,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59142&ou=44886,,,,
1407-04024,14,7,4,24,Gabriela,44888,74843,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74843&ou=44888,,,,
1407-05048,14,7,5,48,Gabriela,44893,33270,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33270&ou=44893,,,,
1407-06025,14,7,6,25,Gabriela,44895,74987,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74987&ou=44895,,,,
1407-06026,14,7,6,26,Gabriela,44896,48120,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48120&ou=44896,,,,
1407-06027,14,7,6,27,Gabriela,44897,82205,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82205&ou=44897,,,,
1407-06028,14,7,6,28,Gabriela,44898,74381,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74381&ou=44898,,,,
1407-06029,14,7,6,29,Gabriela,44899,48210,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48210&ou=44899,,,,
1407-06031,14,7,6,31,Gabriela,44900,88023,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88023&ou=44900,,,,
1407-06032,14,7,6,32,Gabriela,44901,33390,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33390&ou=44901,,,,
1407-07035,14,7,7,35,Gabriela,44905,33324,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33324&ou=44905,,,,
1407-07040,14,7,7,40,Gabriela,44908,82732,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82732&ou=44908,,,,
1407-08038,14,7,8,38,Gabriela,44909,48024,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48024&ou=44909,,,,
1407-08039,14,7,8,39,Gabriela,44910,102576,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=102576&ou=44910,,,,
1407-08074,14,7,8,74,Gabriela,44914,33360,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33360&ou=44914,,,,
1407-08075,14,7,8,75,Gabriela,44915,101018,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101018&ou=44915,,,,
1407-09051,14,7,9,51,Gabriela,44916,79132,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79132&ou=44916,,,,
1407-09052,14,7,9,52,Gabriela,44917,33516,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33516&ou=44917,,,,
1407-09053,14,7,9,53,Gabriela,44918,59723,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59723&ou=44918,,,,
1407-09054,14,7,9,54,Gabriela,44919,68554,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68554&ou=44919,,,,
1407-09055,14,7,9,55,Gabriela,44920,101232,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=101232&ou=44920,,,,
1407-09056,14,7,9,56,Gabriela,44921,48331,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48331&ou=44921,,,,
1407-10050,14,7,10,50,Gabriela,44922,88210,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=88210&ou=44922,,,,
1407-10066,14,7,10,66,Gabriela,44923,69131,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69131&ou=44923,,,,
1407-10069,14,7,10,69,Gabriela,44926,84556,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=84556&ou=44926,,,,
1407-10070,14,7,10,70,Gabriela,44927,79660,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79660&ou=44927,,,,
1407-11071,14,7,11,71,Gabriela,44928,92520,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92520&ou=44928,,,,
1407-11072,14,7,11,72,Gabriela,44929,33469,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33469&ou=44929,,,,
1407-11073,14,7,11,73,Gabriela,44930,33546,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33546&ou=44930,,,,
1407-11076,14,7,11,76,Gabriela,44931,58997,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=58997&ou=44931,,,,
1407-11077,14,7,11,77,Gabriela,44932,59225,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59225&ou=44932,,,,
1407-12058,14,7,12,58,Gabriela,44934,59874,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59874&ou=44934,,,,
1407-12060,14,7,12,60,Gabriela,44936,91898,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=91898&ou=44936,,,,
1407-12062,14,7,12,62,Gabriela,44938,59604,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59604&ou=44938,,,,
1407-13063,14,7,13,63,Gabriela,44939,68710,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68710&ou=44939,,,,
1407-13064,14,7,13,64,Gabriela,44940,48930,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48930&ou=44940,,,,
1407-14084,14,7,14,84,Gabriela,44947,33576,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33576&ou=44947,,,,
1407-14085,14,7,14,85,Gabriela,44948,86591,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86591&ou=44948,,,,
1407-15090,14,7,15,90,Gabriela,44951,59411,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59411&ou=44951,,,,
1407-15093,14,7,15,93,Gabriela,44954,105557,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=105557&ou=44954,,,,
1407-16078,14,7,16,78,Gabriela,44957,86783,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86783&ou=44957,,,,
1407-16079,14,7,16,79,Gabriela,44958,79306,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79306&ou=44958,,,,
1407-16080,14,7,16,80,Gabriela,44959,83321,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=83321&ou=44959,,,,
1407-16082,14,7,16,82,Gabriela,44960,33732,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33732&ou=44960,,,,
1408-01001,14,8,1,1,Gabriela,44964,48588,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48588&ou=44964,,,,
1408-01002,14,8,1,2,Gabriela,44965,74818,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=74818&ou=44965,,,,
1408-01005,14,8,1,5,Gabriela,44967,97254,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=97254&ou=44967,,,,
1408-01074,14,8,1,74,Gabriela,44968,99889,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=99889&ou=44968,,,,
1408-01142,14,8,1,142,Gabriela,44969,33690,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33690&ou=44969,,,,
1408-02073,14,8,2,73,Gabriela,44970,48426,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48426&ou=44970,,,,
1408-02087,14,8,2,87,Gabriela,44972,34056,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34056&ou=44972,,,,
1408-02088,14,8,2,88,Gabriela,44973,75040,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=75040&ou=44973,,,,
1408-02144,14,8,2,144,Gabriela,44974,92156,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=92156&ou=44974,,,,
1408-02149,14,8,2,149,Gabriela,44975,69034,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69034&ou=44975,,,,
1408-03075,14,8,3,75,Gabriela,44976,87022,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=87022&ou=44976,,,,
1408-03077,14,8,3,77,Gabriela,44978,48642,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48642&ou=44978,,,,
1408-03078,14,8,3,78,Gabriela,44979,33618,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33618&ou=44979,,,,
1408-03082,14,8,3,82,Gabriela,44981,33804,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33804&ou=44981,,,,
1408-04047,14,8,4,47,Gabriela,44982,33912,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33912&ou=44982,,,,
1408-04048,14,8,4,48,Gabriela,44983,34074,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34074&ou=44983,,,,
1408-04049,14,8,4,49,Gabriela,44984,79097,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79097&ou=44984,,,,
1408-04080,14,8,4,80,Gabriela,44986,78971,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=78971&ou=44986,,,,
1408-05003,14,8,5,3,Gabriela,44988,82314,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=82314&ou=44988,,,,
1408-05127,14,8,5,127,Gabriela,44991,68686,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68686&ou=44991,,,,
1408-05143,14,8,5,143,Gabriela,44992,59441,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59441&ou=44992,,,,
1408-05150,14,8,5,150,Gabriela,44993,79744,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79744&ou=44993,,,,
1408-06008,14,8,6,8,Gabriela,44994,33942,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=33942&ou=44994,,,,
1408-06009,14,8,6,9,Gabriela,44995,78928,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=78928&ou=44995,,,,
1408-06012,14,8,6,12,Gabriela,44997,59327,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=59327&ou=44997,,,,
1408-06013,14,8,6,13,Gabriela,44998,48379,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48379&ou=44998,,,,
1408-06118,14,8,6,118,Gabriela,44999,68824,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68824&ou=44999,,,,
1408-07014,14,8,7,14,Gabriela,45000,48756,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48756&ou=45000,,,,
1408-07015,14,8,7,15,Gabriela,45001,86362,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=86362&ou=45001,,,,
1408-07016,14,8,7,16,Gabriela,45002,68602,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=68602&ou=45002,,,,
1408-07017,14,8,7,17,Gabriela,45003,48504,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=48504&ou=45003,,,,
1408-07018,14,8,7,18,Gabriela,45004,34117,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34117&ou=45004,,,,
1408-07019,14,8,7,19,Gabriela,45005,69004,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=69004&ou=45005,,,,
1408-08021,14,8,8,21,Gabriela,45007,34027,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=34027&ou=45007,,,,
1408-09028,14,8,9,28,Gabriela,45013,79438,https://capacitacionvirtualine.brightspace.com/d2l/lms/survey/admin/stats/survey_stats_users.d2l?si=79438&ou=45013,,,,
